Sample in Buffer,Sample in Window,TRIGGER,g_ila.axis_ila_wrapper_1/data_out_12b[0][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[0][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[0][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[0][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][3][11:0],g_ila.axis_ila_wrapper_1/rx_sync
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2108,2108,0,996,355,5a2,c3c,a07,cbf,6aa,30a,cd9,700,2f8,82b,554,c0e,b48,46e,bd7,b8a,4b4,3f4,4ea,3b1,a5c,c96,778,cf0,93a,335,2f8,7d7,d01,8ee,0
2109,2109,0,afd,430,461,b3b,889,d09,835,2f9,d04,88d,30d,6a5,424,af9,c47,5b2,aae,c77,604,33c,64f,317,8de,cfc,5eb,c6f,aac,3ef,324,64d,c9f,a6a,0
2110,2110,0,c17,55f,37d,9ec,6fa,cd7,9ba,36b,cb9,a11,398,537,355,995,ce3,728,942,cf3,781,2f5,7d5,2f2,754,ce6,4ab,b83,bd8,50f,3c3,4f2,bc9,ba6,0
2111,2111,0,cc7,6c8,2fe,866,586,c2a,b1a,445,bf9,b62,48b,413,2f4,804,cfd,8be,7b1,cfa,90f,32c,95d,346,5d6,c5b,3a2,a39,ca7,670,4d2,3dd,a85,c87,0
2112,2112,0,d04,85a,307,6d4,44d,b20,c29,576,ad4,c5b,5d1,347,311,67b,ca8,a32,631,c90,a89,3d4,ace,404,484,b62,311,8c1,cfd,801,626,32e,921,cfc,0
2113,2113,0,cc6,9e1,378,561,369,9c4,cd8,6f3,96c,cee,74a,2f7,3a8,51a,bd9,b78,4d7,bac,bb6,4eb,bf3,52f,39a,a18,2f3,731,ce2,983,7a7,2fa,790,cfa,0
2114,2114,0,c1c,b37,45f,430,2fb,83f,d09,87e,7e4,d01,8e0,321,4a4,3fd,ab7,c6f,3cc,a6f,c96,64a,cb1,68b,308,896,34e,5b2,c47,aeb,936,339,60a,c79,0
2115,2115,0,aff,c40,59b,361,30c,6b4,cc0,a01,653,c9c,a5b,3ba,5ed,33f,949,cf7,32b,8f3,cfa,7cb,d04,822,2f8,70a,424,46c,b46,c06,aa6,3ef,4bc,b93,0
2116,2116,0,9a8,cdb,718,2f6,38c,540,c06,b57,4f9,bc9,b98,4cb,774,2f3,7bd,cfb,2fe,769,cf2,962,cd2,9ae,35a,58f,54b,384,9f4,cc4,bd5,50b,3b5,a50,0
2117,2117,0,81b,d02,8aa,30a,479,419,adf,c51,3e2,a90,c82,613,903,325,635,c8d,345,5e8,c72,acb,c33,b09,43b,455,6bb,2fd,878,d02,ca5,666,319,8d0,0
2118,2118,0,689,cb4,a2c,39f,5c5,34f,97d,ce4,330,929,cf6,79e,a78,3d0,4dc,bb4,402,499,b77,bec,b2f,c1f,56e,370,846,2ff,6eb,cce,d05,7f5,2fa,745,0
2119,2119,0,529,bee,b6c,497,741,2f7,7fa,d03,2f4,795,cf7,929,bb4,4de,3cc,a75,526,3a5,a2d,cb5,9cc,cd0,6e7,2fd,9ca,373,574,c20,cee,983,353,5bf,0
2120,2120,0,402,ac1,c68,5de,8cf,31c,668,ca4,331,60e,c79,a9c,c88,634,320,8fe,68f,318,8b3,d00,84c,d04,86e,301,b23,451,43d,b0b,c58,ae5,418,482,0
2121,2121,0,344,95d,ceb,765,a46,3b3,508,bce,3e7,4c0,b94,bcd,d00,7bb,2f4,776,81a,307,71d,ce2,6bb,cc4,9ed,380,c33,58a,368,9af,b5a,c06,549,391,0
2122,2122,0,2f2,7d2,cfc,8f4,b86,4b3,3ed,aa7,4fe,3bb,a58,c9f,cf0,94e,33e,5ef,9a2,35f,5a7,c42,54b,c09,b40,46e,cd4,705,300,82a,a0c,cbe,6b3,30e,0
2123,2123,0,327,647,c8e,a6c,c7b,602,338,934,65e,31b,8d9,d01,c6a,abc,3f9,49c,b01,432,467,b40,41c,aee,c47,5b2,cfe,89c,30a,69d,884,d0b,83c,2f9,0
2124,2124,0,3c6,4f0,bb4,ba0,cf6,78a,2f4,7ab,7e5,2ef,754,ce1,b77,be4,519,3a0,c1b,56a,382,9e9,353,98e,cd7,72b,cb5,a15,38e,532,6f7,cd9,9c3,371,0
2125,2125,0,4d5,3d6,a86,c8d,cf5,913,32d,61e,975,34a,5cd,c55,a2f,caa,67f,311,ccf,6da,306,862,2f2,800,cfe,8b8,bf1,b63,493,40a,583,c2f,b1d,44e,0
2126,2126,0,627,326,90f,cfc,c89,a85,3dd,4ce,adb,414,487,b5c,8b2,d06,80a,2ff,d01,869,306,6d8,30c,678,ca4,a33,ad3,c5c,5cf,344,44f,b1e,c2e,584,0
2127,2127,0,7ab,2f7,784,cf3,ba2,bbb,4f0,3c5,bf9,537,394,a13,72b,ce0,993,357,cd0,9e4,382,562,39d,50f,bdd,b7f,968,ce7,749,2f5,372,9c5,cd7,700,0
2128,2128,0,944,33d,609,c74,a5f,c9b,64e,321,cb9,6a0,30a,88f,5b1,c4a,af8,42c,c1a,b3f,469,431,4a0,3f8,ab3,c67,7e7,cfe,8dd,316,301,837,d0b,88c,0
2129,2129,0,aa4,3eb,4b2,b84,8ec,cff,7d4,2f7,d03,82f,2ff,6fe,46f,b44,c0a,558,b03,c49,5aa,362,5f2,336,943,cf2,64f,c9e,a54,3b3,314,6b5,cc2,a0c,0
2130,2130,0,bd9,509,3ae,a46,75d,ceb,95d,346,cd9,9b6,365,587,37a,9f5,cc4,6ca,99d,cdf,722,300,777,2ec,7bb,cf8,4f9,bc0,b95,4b9,393,542,c0a,b5a,0
2131,2131,0,ca1,66f,31c,8c9,5e3,c63,acb,403,c32,b15,444,454,303,86a,d07,85c,80f,d06,8b5,313,904,32a,62d,c85,3de,a8e,c7c,617,489,415,ae3,c58,0
2132,2132,0,d02,7fc,2f6,739,492,b67,bf0,52e,b29,c22,579,373,304,6d7,cca,9da,68e,cb7,a30,3ab,a76,3cd,4d7,ba8,326,91d,cfa,79c,5c7,352,97d,ce7,0
2133,2133,0,ce7,985,351,5c0,39b,a1e,cb6,699,9cc,ccf,6ef,2fd,379,563,c1b,b31,526,beb,b78,4a0,bb5,4d9,3c8,a73,2ee,78f,cf5,925,747,2fa,7f3,d02,0
2134,2134,0,c54,ae6,427,47a,30c,89a,d04,81e,84b,d03,87f,30a,460,439,b09,c39,405,ac7,c6b,5ec,c8b,637,31d,8fd,32f,60c,c78,a96,8d6,321,663,ca1,0
2135,2135,0,b49,c0f,54f,387,2f8,713,cd8,9a6,6b8,cbf,9ff,388,5a6,360,9a7,cda,342,958,cf5,771,cfe,7c0,2f6,768,3e4,4c0,b8e,bce,a50,3b9,503,bd1,0
2136,2136,0,9fa,cbd,6b8,309,35f,59b,c3a,b07,546,c05,b51,47f,716,2fa,823,d00,2f8,7cc,cfd,8f9,cea,945,33a,5ec,4f4,3ae,a4e,c9b,b90,4bc,3e9,aa3,0
2137,2137,0,884,d03,848,303,434,45a,b34,c1f,41d,ae8,c4d,5bb,8a4,310,698,cb5,32d,647,c92,a76,c64,abb,3f6,4a0,660,312,8d7,cfb,c7c,60d,33b,935,0
2138,2138,0,6ed,cce,9c9,36e,567,373,9da,cc6,353,983,cde,737,a1d,39f,52c,bec,3d0,4e7,bb5,ba9,b7b,bdb,522,39c,7e4,2f7,74b,ce1,cf4,798,2fa,7a8,0
2139,2139,0,57b,c27,b28,452,6de,300,853,cff,2f8,803,cfe,8c9,b69,494,408,ac8,4db,3d5,a84,c8b,a2e,cae,682,312,96f,34e,5c2,c58,cfd,91b,335,621,0
2140,2140,0,446,b14,c34,58e,869,305,6cb,cc7,311,677,ca8,a43,c5d,5d8,343,963,636,32b,90a,d02,8b4,d04,816,2f4,ad8,412,47c,b55,c86,a90,3df,4ca,0
2141,2141,0,369,9b4,cdc,704,9ef,37f,554,c12,3b1,50e,bd0,b83,cec,75d,2f7,7d2,7bf,2f6,780,cf1,720,cd9,992,35a,bfa,53e,38a,a0c,b9c,bc8,4fd,3bf,0
2142,2142,0,2fd,831,d02,890,b41,471,427,af3,4ac,3f3,aaa,c77,cf7,8eb,324,64f,948,343,604,c76,5ad,c3e,af9,42b,cb7,6a6,304,88e,a62,c9b,656,325,0
2143,2143,0,30b,6a7,cb9,a0a,c49,5b1,354,992,5fd,340,939,cf0,c93,a63,3c1,4f3,aaf,3fb,4ad,b85,465,b39,c0a,551,cfb,836,2fd,6fc,8e7,d01,7dd,2fd,0
2144,2144,0,392,53c,bf9,b5e,cdc,72b,2fc,80f,77b,2f4,7af,cf8,bbf,b9d,4c9,3db,be0,511,3ac,a44,37f,9eb,cc2,6c2,cd2,9b6,363,588,759,ce7,962,347,0
2145,2145,0,48a,415,adb,c5a,d06,8b4,317,687,90b,32b,62a,c84,a89,c87,623,32a,ca4,67a,318,8c5,305,868,d04,85a,c38,b15,440,44d,5d7,c5f,ad1,412,0
2146,2146,0,5cc,34c,972,ce8,cad,a2e,3a7,518,a80,3d9,4d1,ba1,91a,cf8,7a8,2f3,cff,801,2f4,734,2fe,6dc,cc8,9dc,b1d,c21,578,366,48b,b66,bf4,531,0
2147,2147,0,74c,2f7,7e2,cff,be1,b77,4a9,3f7,bb5,4e6,3c3,a6a,787,cf2,937,337,ce2,98d,35a,5b8,373,566,c11,b33,9c5,ccf,6e9,2fc,39a,a1f,cb8,6a1,0
2148,2148,0,8de,321,65e,c9f,ab8,c6c,5ed,33d,c98,646,329,8f1,604,c76,aa4,3ed,c4e,af7,42b,476,45d,434,b03,c3d,83c,d03,876,301,30d,89c,d04,82b,0
2149,2149,0,a55,3b6,4fd,bc9,952,cef,772,2f2,cfc,7ca,2f0,761,4b1,b8d,bd5,506,b4e,c10,550,388,598,356,9a4,cd7,6b4,cbe,9fd,389,303,710,ce5,9ac,0
2150,2150,0,b95,4c5,3e4,a9b,7c5,cfb,8fc,32b,ce8,95b,341,5e1,3b3,a46,ca1,66d,9fc,cc2,6c0,30f,70f,2f7,818,d05,540,bfa,b4c,480,36c,598,c42,b09,0
2151,2151,0,c80,60e,337,924,631,c8e,a70,3d0,c64,abe,405,497,31b,8d0,cfa,7f2,879,d0b,84d,304,8a0,30c,68b,cae,418,ade,c4c,5af,43f,462,b34,c1d,0
2152,2152,0,cf7,78c,2f8,79b,4e3,bae,bb0,4d8,b74,be7,526,3a0,2f4,741,cda,980,6ee,cd1,9d9,37a,a26,399,52f,bea,353,97d,ceb,735,572,377,9d5,cd0,0
2153,2153,0,cfa,922,331,61a,3cb,a7a,c8e,634,a26,cb7,68d,30d,34f,5c3,c54,ae0,57c,c27,b2f,45a,b6b,494,402,abf,2f4,7fa,cfd,8cc,6e1,307,853,d07,0
2154,2154,0,c7b,a96,3e5,4bc,328,901,cfa,7b7,8ad,cfc,819,2f8,419,479,b54,c04,445,b19,c3d,596,c60,5dc,341,95a,315,668,ca3,a44,871,30a,6c3,cc4,0
2155,2155,0,b98,bc6,4f9,3bb,2f5,770,cee,944,71c,cd8,9a4,363,542,38d,a08,cb9,36d,9be,cd9,70f,ce8,755,2f4,7d1,3ab,502,bd0,b80,9fb,38b,558,c10,0
2156,2156,0,a54,c99,65f,31b,342,5f5,c6e,ab6,5a4,c37,b00,433,6af,308,885,d02,302,82e,d07,893,cf6,8ed,31f,642,4aa,3eb,aa2,c6e,b46,473,427,af8,0
2157,2157,0,8d9,d04,7e9,2fa,3fa,4aa,b7a,bdc,45f,b31,c18,56b,841,2fe,6f7,cce,311,6a7,cb6,a15,c91,a5d,3bf,4ec,600,333,935,cef,c4e,5b9,35a,995,0
2158,2158,0,74d,ce8,970,34c,511,3a5,a38,ca9,37b,9e0,cc3,6d7,9c3,370,582,c2a,39c,53a,bf4,b6e,bbb,ba2,4cb,3d5,788,2f4,7a9,cf4,ce5,72e,2ff,80d,0
2159,2159,0,5d0,c59,ad6,40c,67b,314,8b3,d02,303,85e,d02,863,b23,453,447,b13,490,413,ad0,c5d,a7a,c7f,624,327,90d,329,620,c80,d00,8be,31f,681,0
2160,2160,0,488,b64,bfb,538,805,2fa,72e,ce2,2fe,6d4,cbd,9e8,c2f,58a,36a,9be,5d8,353,970,ce5,90e,cf7,7a5,2f0,a82,3d5,4c6,b9c,cab,a3b,3b2,517,0
2161,2161,0,395,a1e,cb8,697,996,354,5b2,c44,37b,559,c0f,b3c,cd6,6fa,2f9,838,756,304,7dc,cfc,782,cea,931,333,bba,4e4,3bd,a5e,be1,b7e,4b2,3fd,0
2162,2162,0,30e,897,d03,827,aef,42d,470,b40,469,435,b00,c42,cf8,88a,306,6ad,8db,323,65b,c9d,601,c6e,aa0,3e9,c8b,641,31f,8f1,abc,c76,5fe,341,0
2163,2163,0,2ff,707,cd3,9b6,c0c,553,383,9ee,5ab,35e,997,cda,cb7,a0c,392,53f,a5e,3c9,4fa,bc8,4b2,b88,bce,508,cf7,7c7,2f3,75e,94a,cf0,77a,303,0
2164,2164,0,36e,58f,c35,b0e,cc2,6c8,308,86d,71e,2f7,815,cfa,bf4,b5a,47e,419,b9d,4cd,3eb,a95,3ad,a3f,c9f,667,ce5,95d,33f,5de,7be,cf9,907,32f,0
2165,2165,0,447,455,b22,c2b,d00,854,302,6e1,8b2,313,68a,ca6,ae0,c53,5c4,34f,c83,624,330,928,316,8c7,d02,7ed,c5f,ac0,402,497,636,c8e,a77,3db,0
2166,2166,0,576,370,9d0,cca,cc9,9d6,381,56f,a2b,3a2,528,be0,975,ce8,742,2f9,cfe,79c,2fc,797,2f8,73a,ce0,97b,b67,bec,527,39a,4e0,bac,bb2,4e5,0
2167,2167,0,6f1,303,844,d02,c1d,b2e,458,43f,b74,497,401,ac4,7ef,cfe,8d5,320,cf5,92f,335,614,34b,5b9,c48,ae2,a2a,cae,692,30b,3cf,a7a,c93,63f,0
2168,2168,0,876,307,6c1,cc0,b05,c38,598,363,c68,5ec,340,951,667,c9e,a4c,3b3,c7c,aa0,3e7,4c4,419,476,b4e,bff,8a3,d04,81d,2f4,32b,8fd,cfd,7c6,0
2169,2169,0,9f4,383,54e,c07,9ab,cda,70d,2fa,cf1,769,2f5,7cb,504,bca,b91,4b2,b96,bc9,4fd,3ba,543,387,9f8,cb9,711,cd5,9a0,358,304,772,cf1,951,0
2170,2170,0,b4b,478,421,ae8,828,d00,89c,314,cf9,8f5,32a,643,3eb,a9e,c76,60c,a53,ca4,661,320,6b7,308,87d,cfd,599,c3b,aff,431,346,5ef,c65,abc,0
2171,2171,0,c46,5bb,35a,988,694,cb3,a18,397,c8c,a69,3cf,4db,33b,92d,cef,794,8d8,cfd,7ed,2ff,83b,2fe,6f3,ccd,45e,b35,c13,56b,404,4a4,b7a,be7,0
2172,2172,0,ce0,72f,2fa,7f9,532,bee,b69,493,bb4,baa,4df,3d0,2f9,7a5,ced,91e,751,ce3,973,351,9c5,370,57a,c29,37a,9dc,ccb,6dc,522,3a9,a3b,cad,0
2173,2173,0,d01,8bf,312,678,40d,acd,c5c,5db,a7e,c88,631,328,335,61e,c7b,a8a,5ce,c59,adc,41a,b1b,450,444,b17,2fd,853,d00,862,686,31a,8bd,d01,0
2174,2174,0,cab,a40,3b2,512,349,967,cee,757,907,cf6,7bb,2f7,3e6,4ca,b98,bc0,490,b5e,c03,543,c26,583,369,9bc,309,6ce,cc1,9e5,815,2fe,72e,cdf,0
2175,2175,0,bd9,b7f,4ac,3f4,2f8,7d9,cf8,8ea,77c,cf2,93e,33c,4f6,3c2,a5b,c97,39d,a14,cb5,6aa,cd1,6ff,300,833,384,55b,c0c,b3e,993,35f,5b0,c44,0
2176,2176,0,ab0,c72,5fb,337,323,651,c9a,a60,5f5,c6c,aad,3f4,655,31e,8e8,cfb,30e,88e,d03,83a,cfd,887,30a,6a5,464,425,af2,c40,af9,433,475,b42,0
2177,2177,0,940,cef,77e,2f3,3c1,4f6,bbc,b92,4af,b80,bd6,513,7db,2f5,759,ceb,30a,707,cda,9c0,cb8,a04,38d,53b,5a4,358,996,cdc,c16,55b,386,9ed,0
2178,2178,0,7b2,cf8,90f,32f,4c7,3d9,a88,c7e,3a8,a39,ca1,677,964,348,5d7,c5c,36f,58e,c30,b19,bf9,b4c,482,413,720,2fe,80e,cfc,cc6,6c8,306,866,0
2179,2179,0,62e,c83,a7f,3d8,621,32f,919,cf7,312,8bf,cfd,803,ace,40e,495,b5f,44b,457,b23,c29,ad8,c58,5c9,34b,8b4,312,683,ca8,d00,855,30b,6dd,0
2180,2180,0,4d4,ba0,bbc,4e9,7a4,2f6,78e,cee,2fb,731,cd7,987,bee,535,399,a18,582,378,9ca,cd0,976,cda,742,2f8,a26,3a3,51f,be2,ccc,9da,37f,56c,0
2181,2181,0,3c8,a6e,c90,63e,930,336,60f,c79,355,5b9,c48,ae6,cb9,69d,30f,89a,6ed,304,845,d03,7e7,cfa,8d3,31c,b77,49e,3f0,ab4,c1c,b36,469,442,0
2182,2182,0,327,8f8,cfc,7c2,a9f,3e9,4b4,b8b,427,477,b4e,c05,cfd,828,2fd,70a,87f,308,6b5,cbf,661,c98,a4e,3b9,c62,5e3,33c,94d,b08,c38,59e,366,0
2183,2183,0,2fb,767,cea,953,bd3,507,3b3,a4a,552,38c,9f9,cbf,cd5,9b0,368,599,a00,390,551,c06,4fd,bc7,b8e,4bf,ce7,76b,2f9,7c2,9ad,cd8,719,2fe,0
2184,2184,0,343,5e8,c64,abd,c99,667,319,8d3,6bd,30b,875,d00,c31,b03,43a,45d,b4e,482,41e,aea,3e7,a9a,c75,607,cfa,8f3,325,63d,81f,d00,8a9,312,0
2185,2185,0,404,498,b6c,be7,cfe,7ec,2f8,743,847,303,6ea,ccd,b26,c20,570,37b,c4b,5c4,355,989,336,927,cef,78a,c88,a72,3cc,4e2,69f,cb0,a29,3a3,0
2186,2186,0,522,3a3,a29,cac,ce2,977,355,5ca,9d2,373,57d,c22,9d4,ccc,6e5,302,ce4,73a,2f7,7fd,2f5,798,cf7,91c,ba7,ba5,4d5,3cb,531,bed,b6e,498,0
2187,2187,0,689,313,8af,d03,c52,ade,416,481,b26,45c,444,b0a,84f,d04,86f,306,d00,8cc,320,678,32c,618,c7d,a8e,a7c,c85,632,325,40b,acd,c5e,5e7,0
2188,2188,0,814,2fc,71f,cd8,b57,bff,545,38c,c35,592,365,9af,6c2,cc2,9f7,384,ca6,a49,3b2,50f,3e0,4c0,b94,bc3,906,cfb,7b3,2fd,350,967,cf0,75c,0
2189,2189,0,99c,35d,5a9,c3a,a06,cba,6ad,30e,cdb,70a,300,82e,555,c07,b41,474,bd5,b85,4bc,3f7,4f1,3bf,a57,c94,77c,ced,93b,337,2f9,7d3,cfa,8ef,0
2190,2190,0,af8,42f,46b,b38,886,d03,83b,304,cf9,897,30c,6a6,426,af7,c4a,5af,aaa,c72,607,33d,64d,31e,8df,cf7,5ef,c67,ab1,3f1,327,651,c9a,a64,0
2191,2191,0,c12,562,37d,9e6,6fb,ccd,9bd,36f,cb2,a16,398,535,355,98f,cdf,72a,943,cef,789,2fb,7d9,2ef,756,cdd,4a3,b7a,bd6,512,3cf,4f6,bc0,b9e,0
2192,2192,0,cc7,6d0,304,85c,587,c24,b14,44f,bf0,b5e,48b,413,2f1,804,cfd,8bb,7b1,cfc,910,334,96a,34d,5d7,c58,3a8,a3c,ca0,675,4cf,3d6,a8e,c89,0
2193,2193,0,d07,85c,303,6d6,44d,b17,c2d,583,acf,c5b,5d5,34e,314,67b,ca3,a39,633,c89,a85,3e2,aca,40b,48b,b5c,311,8bf,d02,803,628,330,91a,cf2,0
2194,2194,0,cc9,9e0,37e,562,36b,9c1,cd1,6fd,96a,ce8,753,2fa,3ad,519,bd9,b79,4d4,b9f,bb9,4ee,bf0,52c,396,a16,2f7,732,ce0,98b,7b1,2fb,78d,cf8,0
2195,2195,0,c10,b38,468,43a,302,83d,cff,887,7e0,cfb,8de,327,4aa,3f5,ab7,c65,3c9,a61,c94,652,cab,69c,30d,89a,351,5b1,c44,af0,938,342,60d,c79,0
2196,2196,0,af4,c3f,5a1,362,306,6b6,cb8,a06,655,c94,a57,3c1,5fa,344,942,cee,329,8f8,cfb,7d5,cfc,81e,2fc,706,423,475,b3e,c04,aa6,3ee,4bb,b8b,0
2197,2197,0,9a1,ce0,70e,2fe,38d,541,c01,b53,4f8,bc5,b97,4c3,773,2f4,7c0,cf5,2f9,766,ced,966,cce,9b2,36a,592,552,381,9f0,cb7,bcc,50e,3b4,a49,0
2198,2198,0,819,cfc,8a7,314,486,41a,ae2,c4f,3e0,a8f,c77,612,906,329,637,c85,34d,5eb,c6c,ac3,c2f,b0b,43a,452,6be,305,870,d04,cab,673,320,8d2,0
2199,2199,0,68b,cad,a24,3a2,5c5,350,97d,cde,330,925,cf1,79d,a80,3d2,4dd,baf,40b,4a0,b73,bee,b2b,c18,571,36f,84b,305,6e4,cc5,d01,7f8,2fe,744,0
2200,2200,0,529,be8,b66,4a1,73d,2f4,7f5,cfd,2fb,792,cfb,92c,baf,4e5,3ca,a72,529,3a1,a2d,cb4,9cb,ccc,6e1,302,9cf,377,56e,c21,cea,97d,35a,5c7,0
2201,2201,0,401,abe,c62,5e6,8d1,317,66d,c9d,32e,611,c7b,a98,c86,638,328,900,69b,31b,8a6,cfe,848,cff,86d,306,b25,45d,43f,b08,c51,ae7,420,483,0
2202,2202,0,340,959,ce9,767,a43,3b8,50a,bca,3ea,4bd,b8f,bc5,cf8,7c3,2f8,769,817,307,71d,cdb,6bc,cbd,9f2,383,c31,592,366,9aa,b50,c02,54c,391,0
2203,2203,0,2f8,7d2,cf5,8f4,b8b,4bd,3ec,a9e,4fb,3ba,a53,c97,ce3,948,344,5eb,9a9,363,5ab,c36,554,c00,b3e,472,cd2,70a,300,828,a0d,cb9,6b8,30b,0
2204,2204,0,327,64f,c8e,a6e,c75,603,33c,932,660,31d,8db,cf9,c65,ab3,403,4aa,b0b,43d,469,b35,41d,aef,c43,5b5,cf9,897,30f,69c,887,d06,846,305,0
2205,2205,0,3ca,4f1,bba,ba0,cef,78b,2f9,7a5,7e3,2fa,74f,ce1,b6e,be2,520,3a6,c19,567,37d,9e1,355,987,cdc,72f,cb2,a15,399,52c,6f5,ccf,9c7,377,0
2206,2206,0,4d2,3d9,a86,c86,cf4,917,332,623,975,34e,5cb,c5a,a2f,ca7,686,30f,cd0,6d7,308,85d,2f1,801,cfb,8bd,bf4,b62,48d,404,585,c27,b26,457,0
2207,2207,0,62c,32e,90b,cef,c80,a89,3e3,4cf,ad7,412,48b,b5d,8ba,cf8,80f,2fd,d05,863,30b,6cf,314,677,ca8,a34,aca,c54,5d7,347,445,b12,c2b,58f,0
2208,2208,0,7b1,2f3,782,cee,b9c,bb4,4f5,3bd,bf7,53b,394,a06,724,cdc,998,35b,ccc,9ee,382,563,3a0,514,bd6,b7e,966,ce2,749,2f6,373,9bf,cd0,702,0
2209,2209,0,93c,33c,5fc,c72,a5e,c93,64f,324,cb8,6a9,308,88a,5af,c42,af3,430,c16,b3f,474,435,4a5,3f7,aa8,c6b,7d8,cf9,8df,31a,306,836,d02,88d,0
2210,2210,0,aad,3f4,4b1,b84,8e6,cfa,7d3,2fc,cfd,82f,302,701,468,b40,c12,560,af9,c45,5ac,366,5f8,338,941,ce9,64f,c95,a54,3bc,311,6b4,cb9,a09,0
2211,2211,0,bd9,513,3b2,a3f,758,ce8,965,349,cce,9b8,36a,58f,382,9e8,cc0,6c9,997,ce2,726,306,77a,2f3,7b0,cf3,4f5,bc2,b94,4c3,399,542,bfc,b5c,0
2212,2212,0,ca1,678,318,8c3,5e0,c60,aca,408,c2f,b15,448,453,309,86a,d00,857,816,d04,8b2,31c,906,322,62f,c86,3da,a8d,c7c,617,48b,417,adf,c54,0
2213,2213,0,cfe,7fa,2fb,738,491,b66,bef,52e,b1d,c24,581,376,309,6d7,ccd,9da,68f,cad,a35,3a8,a7a,3cd,4d6,ba4,32e,91f,cf5,79c,5d2,351,97c,ceb,0
2214,2214,0,ce2,985,352,5c3,393,a21,cae,691,9c6,cce,6f3,306,375,573,c18,b2f,521,be1,b77,4aa,bb1,4e1,3c6,a6b,2f3,78f,cee,926,750,2ff,7f3,cfd,0
2215,2215,0,c4a,ae5,428,479,30e,8a2,d00,81e,846,d03,87e,30c,464,43f,afd,c3c,403,abb,c69,5f1,c88,63b,325,8f7,331,608,c79,a9b,8da,326,666,ca8,0
2216,2216,0,b47,c04,54b,386,301,714,cd9,9ad,6b4,cb5,9fc,389,59a,366,9a6,cd7,34b,959,cef,76e,cf5,7c2,2f5,768,3e8,4ba,b87,bc4,a58,3c1,504,bcf,0
2217,2217,0,9fa,cbc,6b8,303,366,59f,c39,b07,548,c02,b4f,47a,712,2f9,822,cfb,304,7c9,cfa,8f8,ce4,949,33d,5ed,4ff,3b4,a4f,c9a,b8c,4c6,3ef,a9f,0
2218,2218,0,87a,cff,849,303,43c,457,b2d,c18,423,ae6,c46,5c0,8a0,318,68f,cae,32f,643,c90,a74,c64,aba,3fc,4a2,65e,31b,8cd,cfe,c7b,61b,33a,93c,0
2219,2219,0,6e9,ccd,9d0,373,571,378,9db,cce,352,97f,cdb,73d,a26,3a5,528,be8,3ce,4e9,bbb,ba8,b70,be2,51b,3a0,7e8,2fc,747,cdd,ced,79a,2fa,79e,0
2220,2220,0,57a,c23,b24,453,6e4,303,858,d03,2f8,7f1,cfa,8cd,b67,49a,405,ac7,4db,3d8,a7d,c89,a2a,ca4,682,311,96f,34d,5c5,c50,cf5,923,335,621,0
2221,2221,0,445,b11,c32,58e,86b,308,6ca,cc0,321,674,ca2,a43,c5c,5e7,343,95b,631,32f,90c,cf5,8b0,d04,810,2fc,ad9,41b,481,b4e,c7d,a94,3e6,4cd,0
